Confidential Record,Property Tag 1,Tenant Tag 1,Property: Title,Agency 1,Main Tenant,Rent,Advert Date,Sale Date,Sale Price,Yield,Sale Method,Auction / EOI Date,Agency 2,Agent 1,Agent 2,Agent 3,Agent 4,Building Size,Land Size,LDC Places,Field Percent Complete,Source Link URL,Transaction History: Transaction History Name,Missing Fields List,
FALSE,Supermarkets,Coles and Woolworths,"45 Barry Road, Chipping Norton NSW 2170",JLL,Coles,"$1,796,502",27/10/2021,8/12/2021,"$37,400,000",4.80%,EOI,,,Nick Willis,Sam Hatcher,Dylan McEvoy,,,,,100%,https://www.commercialrealestate.com.au/property/45-barry-road-chipping-norton-nsw-2170-2017359381,TH-000226,,
FALSE,Childcare and Social Infrastructure,Childcare,"39-41 The Grove Way, Salisbury Heights SA 5109",CBRE,G8 Education,"$131,593",28/10/2021,22/11/2021,"$2,600,000",5.06%,EOI,,,,,,,,,42,100%,,TH-000228,,
FALSE,Supermarkets,Independents and Aldi,"542 Main Street, Mordialloc VIC 3195",Stonebridge,Aldi,"$529,650",29/10/2021,14/01/2022,"$11,770,000",4.50%,EOI,,,Kevin Tong,Justin Dowers,Rorey James,,1500,3450,,100%,https://www.realestatesource.com.au/aldi-sells-first-victorian-supermarket/,TH-000229,,
FALSE,Fuel and Convenience,Fuel Stations,"24-28 Briens Road, Northfield SA 5085",Burgess Rawson,Mobil X Convenience,"$316,273",28/05/2024,26/06/2024,"$4,750,000",6.66%,Portfolio Auction,26/06/2024,,,,,,,1618,,100%,PROPID_169.14,TH-000230,,
FALSE,Childcare and Social Infrastructure,Childcare,"24 Witonga Crescent, Baulkham Hills NSW 2153",JLL,G8 Education,"$133,000",5/11/2021,29/11/2021,"$3,600,000",3.69%,Private Sale,,,Dylan McEvoy,Gordon Mcfadyen,,,,,39,100%,https://www.realcommercial.com.au/sold/property-24-witonga-crescent-baulkham-hills-nsw-2153-503947698,TH-000233,,
FALSE,"Medical, Pharmacy and Health",Medical,"1/2 Ramsay Place, West Albury NSW 2640",Burgess Rawson,Healius Limited,"$120,000",15/11/2021,14/12/2021,"$2,102,000",5.71%,Offers to Purchase,,,,,,,497,4748,N/A,100%,PROPID_149.2,TH-000237,,
FALSE,"Medical, Pharmacy and Health",Veterinary Services,"254 Bathurst St, Sawyers Gully NSW 2326",Burgess Rawson,Kip Happy Stays,"$240,000",16/11/2021,17/12/2021,"$3,650,000",6.58%,Portfolio Auction,14/12/2021,,,,,,,40000,N/A,100%,PROPID_149.37,TH-000238,,
FALSE,"Medical, Pharmacy and Health",Pharmacy,"128 Bourbong Street, Bundaberg QLD 4670",Burgess Rawson,Terry White,"$68,168",11/07/2024,9/09/2024,"$1,100,001",6.20%,Private Sale,,,,,,,227,349,,100%,PROPID_170.25,TH-000241,,
FALSE,Childcare and Social Infrastructure,Childcare,82-86  West Street  Hadfield  VIC,Burgess Rawson,Advance Childcare,"$506,142",17/11/2021,15/12/2021,"$11,100,000",4.56%,Portfolio Auction,15/12/2021,,,,,,845,1839,126,100%,PROPID_149.25,TH-000248,,
FALSE,Pubs and Hotels,Pubs,"1/375A Main Road, Glenorchy TAS 7010",Burgess Rawson,TAB,"$33,405",17/11/2021,15/12/2021,"$640,000",5.22%,Portfolio Auction,15/12/2021,,,,,,146,146,N/A,100%,PROPID_149.26,TH-000249,,
FALSE,Childcare and Social Infrastructure,Disability and Aged Care,8/41-43  Kirkwood Crescent  Hampton Park  VIC,Burgess Rawson,Middlemist,"$36,494",17/11/2021,15/12/2021,"$710,000",5.14%,Portfolio Auction,15/12/2021,,,,,,86,,N/A,100%,PROPID_149.20,TH-000250,,
FALSE,Supermarkets,Small Format Independent,7  Thomas Mitchell Drive  Wodonga   VIC,Burgess Rawson,Shopping Centre,"$402,200",17/11/2021,15/12/2021,"$5,665,000",7.10%,Portfolio Auction,15/12/2021,,,,,,2545,3747,N/A,100%,PROPID_149.1,TH-000252,,
FALSE,Retail,Strip Retail,6/41-43  Kirkwood Crescent  Hampton Park  VIC,Burgess Rawson,Coin Laundry,"$40,000",17/11/2021,15/12/2021,"$900,000",4.44%,Portfolio Auction,15/12/2021,,,,,,102,,N/A,100%,PROPID_149.22,TH-000253,,
FALSE,Fast Food,Restaurants and Café,7/41-43  Kirkwood Crescent  Hampton Park  VIC,Burgess Rawson,Foodie's Bakery & Café,"$40,000",18/11/2021,16/12/2021,"$805,000",4.97%,Portfolio Auction,15/12/2021,,,,,,100,,N/A,100%,PROPID_149.21,TH-000255,,
FALSE,Automotive,Automotive Retail,"47 Sterling Road, Minchinbury NSW 2770",Burgess Rawson,Wholesale Auto City,"$401,094",18/11/2021,16/12/2021,"$7,300,000",5.49%,Portfolio Auction,14/12/2021,,,,,,1100,3047,N/A,100%,PROPID_149.42,TH-000256,,
FALSE,Fast Food,Fast Food Shops,198  Glenferrie Road  Malvern  VIC,Burgess Rawson,Pizza 888,"$71,722",18/11/2021,16/12/2021,"$2,010,000",3.57%,Portfolio Auction,15/12/2021,,,,,,189,206,N/A,100%,PROPID_149.15,TH-000257,,
FALSE,Office,,"189 Gorman Drive, Googong NSW 2620",Burgess Rawson,Gorman & Co,"$127,308",18/11/2021,16/12/2021,"$2,760,000",4.61%,Portfolio Auction,14/12/2021,,,,,,250,,N/A,100%,PROPID_149.51,TH-000258,,
FALSE,Childcare and Social Infrastructure,Childcare,"2-8 Bridge Street, Hurstville NSW 2220",Burgess Rawson,Bridge St Kids Early Learning Centre,"$158,000",18/11/2021,16/12/2021,"$4,022,000",3.93%,Portfolio Auction,14/12/2021,,,,,,657,657,N/A,100%,PROPID_149.48,TH-000259,,
FALSE,"Medical, Pharmacy and Health",Veterinary Services,"353 Narangba Rd, Kurwongbah QLD 4503",Burgess Rawson,Kip Happy Stays,"$138,000",18/11/2021,16/12/2021,"$2,379,000",5.80%,Portfolio Auction,16/12/2021,,,,,,1300,24000,N/A,100%,PROPID_149.69,TH-000261,,
FALSE,Automotive,Servicing,"98-100 Koroit Street, Warrnambool VIC 3280",Burgess Rawson,Jax Tyres & Auto,"$81,934",18/11/2021,15/12/2021,"$1,830,000",4.48%,Portfolio Auction,15/12/2021,,,,,,380,483,N/A,100%,PROPID_149.3,TH-000262,,
FALSE,Childcare and Social Infrastructure,Childcare,1  Pintail Drive  Torquay  VIC,Burgess Rawson,Child's Play Early Learning,"$517,762",18/11/2021,15/12/2021,"$10,600,000",4.88%,Portfolio Auction,,,,,,,963,3612,141,100%,PROPID_149.6,TH-000267,,
FALSE,Office,,"4B/1 Madden Boulevard, Tarneit VIC 3029",Burgess Rawson,Reddy G Realty Group Pty Ltd,"$66,150",18/11/2021,15/12/2021,"$1,305,000",5.07%,Portfolio Auction,15/12/2021,,,,,,87,,N/A,100%,PROPID_149.7,TH-000269,,
FALSE,Government,Office,"41-47 Railway St, Griffith NSW 2680",Burgess Rawson,Griffith Police Station,"$598,972",19/11/2021,16/12/2021,"$9,960,000",6.01%,Portfolio Auction,14/12/2021,,,,,,2860,3364,N/A,100%,PROPID_149.50,TH-000271,,
FALSE,Banks,,"71 Murilla St, Miles QLD 4415",Burgess Rawson,NAB Bank,"$48,000",19/11/2021,16/12/2021,"$625,000",7.68%,Portfolio Auction,16/12/2021,,,,,,,1751,N/A,100%,PROPID_149.68,TH-000273,,
FALSE,Fast Food,Fast Food Shops,21  Merino Street  Kings Meadows   TAS,Burgess Rawson,Superior Food Services,"$154,485",19/11/2021,16/12/2021,"$2,450,000",6.31%,Portfolio Auction,15/12/2021,,,,,,3046,3894,N/A,100%,PROPID_149.17,TH-000278,,
FALSE,Fast Food,Fast Food Shops,372-398  Wyndham Street  Shepparton   VIC,Burgess Rawson,GV Charcoal Chicken,"$261,468",19/11/2021,16/12/2021,"$4,500,000",5.81%,Portfolio Auction,15/12/2021,,,,,,2300,3335,N/A,100%,PROPID_149.9,TH-000279,,
FALSE,Office,,"4/58-62 Mcleod Street, Cairns QLD 4870",Burgess Rawson,JL Yovich Pty Ltd,"$480,910",21/11/2021,16/12/2021,"$6,100,000",7.88%,Portfolio Auction,15/12/2021,,,,,,950,950,N/A,100%,PROPID_149.30,TH-000282,,
FALSE,Fast Food,Fast Food Shops,5/41-43  Kirkwood Crescent  Hampton Park  VIC,Burgess Rawson,Crecole Corner Take Away,"$41,200",23/11/2021,15/12/2021,"$825,000",4.99%,Portfolio Auction,15/12/2021,,,,,,100,,N/A,100%,PROPID_149.23,TH-000286,,
FALSE,Childcare and Social Infrastructure,Childcare,5-9  Monarch Drive  Deception Bay  QLD,Burgess Rawson,Day One Early Learning,"$200,662",24/11/2021,16/12/2021,"$3,700,000",5.42%,Portfolio Auction,,,,,,,1,5730,118,100%,PROPID_149.71,TH-000287,,
FALSE,Office,,"107-109 Princes Hwy, Ulladulla NSW 2539",Burgess Rawson,First National Real Estate,"$474,950",19/01/2022,10/02/2022,"$7,980,000",5.95%,Prior to Auction,22/02/2022,,,,,,2347,2258,N/A,100%,PROPID_150.12,TH-000293,,
FALSE,Supermarkets,Independents and Aldi,"29-33 Marshall Street, Cobar NSW 2835",Burgess Rawson,IGA,"$388,500",26/05/2022,23/06/2022,"$4,705,000",8.26%,Portfolio Auction,21/06/2022,,,,,,1956,3642,N/A,100%,PROPID_153.41,TH-000297,,
FALSE,Vacant,,"223 Main Street, Bairnsdale VIC 3875",Burgess Rawson,Vacant,,10/07/2024,28/08/2024,"$1,580,000",,EOI,21/08/2024,,,,,,,1921,,100%,PROPID_170.38,TH-000307,,
FALSE,Industrial,Warehouse,"513 Atkins Street, Albury NSW 2640",Burgess Rawson,LEED Steel,"$320,000",23/01/2022,25/02/2022,"$5,250,000",6.10%,Portfolio Auction,23/02/2022,,,,,,3860,12680,N/A,100%,PROPID_150.13,TH-000310,,
FALSE,"Medical, Pharmacy and Health",Medical,"41 March Street, Richmond NSW 2753",Burgess Rawson,Macquarie Towns Specialist Medical Centre,"$175,000",25/01/2022,18/03/2022,"$3,350,000",5.22%,Portfolio Auction,29/03/2022,,,,,,201,727,N/A,100%,PROPID_151.10,TH-000316,,
FALSE,Industrial,Warehouse,"91 Jijaws Street, Sumner QLD 4074",Burgess Rawson,Self Storage Facility,"$250,856",25/01/2022,24/02/2022,"$4,120,000",6.09%,Portfolio Auction,24/02/2022,,,,,,,4686,N/A,100%,PROPID_150.45,TH-000318,,
FALSE,Large Format Retail,Large Format High Street,"134-136 Deakin Avenue, Mildura VIC 3500",Burgess Rawson,Officeworks,"$136,539",25/01/2022,23/02/2022,"$2,885,000",4.73%,Portfolio Auction,23/02/2022,,Matthew Wright,Shaun Venables,Justin Kramersh,,999,1389,N/A,100%,PROPID_150.19,TH-000320,,
FALSE,Banks,,"186 Marius Street, Tamworth NSW 2340",Burgess Rawson,Bank of Queensland,"$165,806",26/01/2022,23/02/2022,"$3,120,000",5.31%,Portfolio Auction,22/02/2022,,,,,,1,1961,N/A,100%,PROPID_150.9,TH-000323,,
FALSE,Industrial,Warehouse,"85 Maitland Street, Narrabri NSW 2390",Burgess Rawson,Australian Rail Track Corporation,"$106,363",26/01/2022,23/02/2022,"$1,225,000",8.68%,Portfolio Auction,22/02/2022,,,,,,1,569,N/A,100%,PROPID_150.4,TH-000324,,
FALSE,Supermarkets,Independents and Aldi,"2 Osprey Drive, Fraser Rise VIC 3336",Burgess Rawson,IGA,"$393,963",26/01/2022,23/02/2022,"$6,810,000",5.79%,Portfolio Auction,23/02/2022,,,,,,1225,4389,N/A,100%,PROPID_150.15,TH-000325,,
FALSE,Industrial,Trade Retail,"45352, 5-7 & 15 Weir Street, Glen Iris VIC 3146",Stonebridge,Mitre 10,,27/01/2022,27/03/2022,"$31,375,000",,Private Sale,,Gross Waddell ICR,Kevin Tong,Justin Dowers,,,6151,8700,,100%,https://www.realcommercial.com.au/sold/property-1-3-5-7-15-weir-street-glen-iris-vic-3146-503991875,TH-000333,,
FALSE,"Medical, Pharmacy and Health",Pharmacy,"115 Nepean Highway, Seaford VIC 3198",Gross Waddell ICR,PharmaSave,"$159,600",2/02/2022,3/03/2022,"$3,525,000",4.53%,EOI,,,Michael Gross,Alex Ham,,,260,260,,100%,https://www.realcommercial.com.au/sold/property-115a-nepean-highway;-seaford-vic-3198-503995863,TH-000340,,
FALSE,Childcare and Social Infrastructure,Childcare,"232 Waiora Road, Rosanna VIC 3084",Savills,Nido Early School,"$382,200",10/02/2022,25/03/2022,"$8,050,000",4.75%,Private Sale,,,Julian Heatherich,Benson Zhou,Tanya Su,,,,91,100%,https://www.realcommercial.com.au/sold/property-232-waiora-road-rosanna-vic-3084-504003023,TH-000343,,
FALSE,Industrial,Trade Retail,"11 Mahoneys Road, Resevoir VIC 3073",Savills,Bonsai Nursery,"$80,340",10/02/2022,11/03/2022,"$1,400,000",5.74%,Private Sale,,,Julian Heatherich,Tanya Su,Glen Ye,,,,,100%,https://www.realcommercial.com.au/sold/property-11-mahoneys-road-reservoir-vic-3073-504003375,TH-000344,,
FALSE,Office,,"1470 Logan Road, Mount Gravatt QLD 4122",Elders,Retire Invest,"$151,980",10/02/2022,4/03/2022,"$3,500,000",4.34%,Private Sale,,,Robert Koster,Ben Hackett,,,,,,100%,https://www.realcommercial.com.au/sold/property-1470-logan-road-mount-gravatt-qld-4122-504003063,TH-000345,,
FALSE,Fuel and Convenience,Fuel Stations,"461 Hume Highway, Casula NSW 2170",Burgess Rawson,BP,$0,7/02/2024,23/05/2024,"$8,200,000",0.00%,Auction,6/08/2024,,Rhys Parker,Yosh Mendis,Jamie Perlinger,,1,1884,,100%,PROPID_170.8,TH-000346,,
FALSE,Industrial,,"134 Brisbane Road, Labrador QLD 4215",Ray White,F45,"$174,726",18/02/2022,17/03/2022,"$3,400,000",5.14%,Portfolio Auction,,,Peter Laoudikos,,,,813,1543,,100%,https://www.realcommercial.com.au/sold/property-134-brisbane-rd-labrador-qld-4215-504010175,TH-000348,,
FALSE,"Medical, Pharmacy and Health",Pharmacy,"92-96 Franklin Street, Traralgon VIC 3844",CBRE,Chemist Warehouse,"$135,331",25/02/2022,14/04/2022,"$3,000,000",4.51%,Private Sale,,,Scott Hawthorne,Alex Brierley,,Jing Jun Heng,506,461,,100%,https://www.realcommercial.com.au/sold/property-92-96-franklin-street-corner-seymour-street-traralgon-vic-3844-504016535,TH-000352,,
FALSE,"Medical, Pharmacy and Health",Medical,"4/214 Bay Street, Brighton VIC 3186",Nichols Crowder,Medical Specialist,"$56,239",25/02/2022,25/03/2022,"$1,260,000",4.46%,Private Sale,,,Julian Vautin,Matt Nichols,,,,,,100%,https://www.realcommercial.com.au/sold/property-4-214-bay-street-brighton-vic-3186-504015427,TH-000359,,
FALSE,Industrial,,"1-3 Juno Parade, Greenacre NSW 2190",Colliers,Ausreo,"$444,600",7/03/2022,31/03/2022,"$11,700,000",3.80%,Private Sale,,,,,,,2100,6120,,100%,Email from Yosh,TH-000421,,
FALSE,Fast Food,Restaurants and Café,"9/166 Whitehorse Road, Blackburn VIC 3130",Burgess Rawson,Cuto Kids Cafe,"$127,600",30/05/2024,29/07/2024,"$2,066,000",6.18%,Private Sale,,,Shaun Venables,Romanor Falconer,David Napoleone,Zomart He 何梓轩,319,319,,100%,PROPID_169.21,TH-000424,,
FALSE,Banks,,"90 Charles Street, Seddon VIC 3011",CBRE,Bendigo Bank,"$54,804",11/03/2022,14/04/2022,"$1,210,000",4.53%,Private Sale,,,Alex Brierley,,Jing Jun Heng,,,,,100%,https://www.realcommercial.com.au/sold/property-bendigo-bank-90-90a-charles-street-seddon-vic-3011-504027631,TH-000428,,
FALSE,Fuel and Convenience,Fuel Stations,"2 Bridge Street, Berserker QLD 4701",Knight Frank,Caltex,"$96,000",5/02/2024,28/03/2024,"$1,250,000",7.68%,Private Sale,,,Jonathon Offord,,,,307,642,,100%,https://www.realcommercial.com.au/for-sale/property-2-bridge-street-berserker-qld-4701-504508836,TH-000433,,
FALSE,Industrial,Warehouse,"29 Excellence Drive, Wangara WA 6065",Burgess Rawson,EHI Australia Pty Ltd,"$680,000",23/05/2024,13/08/2024,"$9,852,000",6.90%,EOI,27/06/2024,,Zomart He 何梓轩,Beau Coulter,Sam Mercuri,Rob Selid,5817,10016,,100%,PROPID_169.28,TH-000486,,
FALSE,Fuel and Convenience,Fuel Stations,"75 Walker Street, Bundaberg West QLD 4670",Knight Frank,Caltex,"$101,762",5/02/2024,22/02/2024,"$1,460,000",6.97%,Private Sale,,,Jonathon Offord,,,,350,850,,100%,https://www.realcommercial.com.au/for-sale/property-75-walker-street-bundaberg-west-qld-4670-504508840,TH-000496,,
FALSE,Fuel and Convenience,Fuel Stations,"369 Yaamba Road, Park avenue; QLD 4701",Knight Frank,Ampol,,21/10/2023,16/02/2024,"$1,880,000",,Private Sale,,,Pat O'Driscoll,,,,,,,100%,https://www.realcommercial.com.au/for-sale/property-369-yaamba-road-park-avenue;-qld-4701-504423348,TH-000509,,
FALSE,Fast Food,Fast Food Shops,52  Murphy Street  Wangaratta  VIC,Burgess Rawson,Noodle Mas,"$34,215",24/05/2022,23/06/2022,"$686,000",4.99%,Portfolio Auction,22/06/2022,,,,,,99,123,N/A,100%,PROPID_153.25,TH-000528,,
FALSE,Industrial,Trade Retail,"378 South Street, O'Connor WA 6163",Lease Equity,Wattyl Paints,,31/05/2022,10/11/2022,,,Private Sale,,,Jim Tsagalis,,,,,,,100%,https://www.commercialrealestate.com.au/property/lot-1-7a-378-south-street-o-connor-wa-6163-2017836904,TH-000560,,
FALSE,"Medical, Pharmacy and Health",,"21 Mell Road, Spearwood WA 6163",Agora Property Group,4 GP Doctors,"$132,000",3/06/2022,15/10/2022,"$3,000,000",4.40%,Private Sale,,,Con Passaris,Gary Lovi,,,,,,100%,https://www.commercialrealestate.com.au/property/21-mell-road-spearwood-wa-6163-2017844015,TH-000566,,
FALSE,Automotive,Automotive Retail,"27-33 Pacific Highway, Gateshead NSW 2290",Movable Commercial,Repco,,3/06/2022,21/07/2022,"$3,520,002",,Private Sale,,,Steve Dick,,,,,,,100%,https://www.commercialrealestate.com.au/property/27-33-pacific-highway;-gateshead-nsw-2290-2017847990,TH-000568,,
TRUE,"Medical, Pharmacy and Health",Medical,"Not Available, Gymea NSW 2229",Burgess Rawson,ForHealth,"$1,079,318",1/11/2023,14/06/2024,"$16,350,000",6.60%,Private Sale,,,,,,,1438,,,100%,PROPID_165.25,TH-000571,,
FALSE,"Medical, Pharmacy and Health",Medical,"45A Wellington Road, East Brisbane QLD 4169",Colliers,Brisbane Day Hospital,"$988,750",6/06/2022,26/05/2023,"$12,500,000",7.91%,EOI,,,Tom O'Driscoll,Chris O'Driscoll,Nick Wedge,,1379,,,100%,https://www.commercialrealestate.com.au/property/45a-wellington-road-east-brisbane-qld-4169-2017852471,TH-000573,,
FALSE,Childcare and Social Infrastructure,Childcare,"1 Hume Avenue, Melton South VIC 3338",ASL,Melton South Early School,"$165,186",6/06/2022,9/08/2022,"$3,700,000",4.46%,Private Sale,,,Wendy Zhou,Guido Bonanni,,,,,57,100%,https://www.commercialrealestate.com.au/property/98-rees-road-1-hume-avenue;-melton-south-vic-3338-2017853976,TH-000575,,
FALSE,"Medical, Pharmacy and Health",Gyms,"1/240-246 Clyde Road, Berwick VIC 3806",Nichols Crowder,Jetts Fitness,"$100,798",16/06/2022,2/03/2023,"$1,850,000",5.45%,Private Sale,,,Renato Daniele,,,,320,,,100%,https://www.commercialrealestate.com.au/property/level-1-240-246-clyde-road-berwick-vic-3806-2017876909,TH-000580,,
FALSE,"Medical, Pharmacy and Health",Veterinary Services,"45 Epsom Road, Kensington VIC 3031",Nelson Alexander,Kensington Vet clinic,,16/06/2022,13/07/2022,"$1,335,000",,Private Sale,,,Damien Theisz,Isabelle McEwan Marion,,,,,,100%,https://www.commercialrealestate.com.au/property/45-epsom-road-kensington-vic-3031-2017875297,TH-000583,,
FALSE,Fast Food,Fast Food Shops,"50 Herbert Street, Ingham QLD 4850",Felix Retano Real Estate,Subway,,23/06/2022,1/03/2023,"$430,000",,Private Sale,,,Felix Reitano,,,,,,,100%,https://www.commercialrealestate.com.au/property/50-herbert-street-ingham-qld-4850-2017890895,TH-000589,,
FALSE,Supermarkets,Independents and Aldi,"57 Emerald Drive, Regents Park QLD 4118",Burgess Rawson,Foodworks,"$187,847",18/04/2024,31/05/2024,"$3,175,000",5.92%,Private Sale,,,Justin Kramersh,,,,712,,,100%,PROPID_168.46,TH-000600,,
FALSE,Fast Food,Fast Food Shops,"2/1-27 Pacific Highway, South Grafton NSW 2460",McKimm Real Estate,Subway (Franchisee),"$69,952",28/06/2022,6/02/2023,,,Private Sale,,,Adam Crawley,,,,,,,100%,https://www.commercialrealestate.com.au/property/2-1-27-pacific-highway;-south-grafton-nsw-2460-2017898209,TH-000605,,
FALSE,Childcare and Social Infrastructure,Childcare,"20 Blueband Court, Ripley QLD 4306",Burgess Rawson,Smartland Boutique Early Learning,,4/06/2024,5/07/2024,"$9,433,001",,Private Sale,,,Andrew Havig,Josh Scapolan,,,,,,100%,PROPID_169.51,TH-000620,,
FALSE,Childcare and Social Infrastructure,Childcare,"59B Amy Road, Newstead TAS 7250",Burgess Rawson,Newstead Childcare Centre,"$381,600",14/11/2024,7/05/2025,"$5,300,000",7.20%,Portfolio Auction,,,Matthew Wright,Natalie Couper,,,883,5593,,100%,PROPID_167.78,TH-000652,,
FALSE,Large Format Retail,Showroom,"288-294 Maint Street & 158 Nicholson Street, Bairnsdale VIC 3875",First National Bairnsdale,Harvey Norman,"$142,758",14/07/2022,11/08/2023,"$1,900,000",7.51%,Private Sale,,,Matt Baylis,,,,1325,1640,,100%,https://www.commercialrealestate.com.au/property/288-294-main-157-nicholson-street-bairnsdale-vic-3875-2017936953,TH-000656,,
FALSE,Childcare and Social Infrastructure,Childcare,"188 John Street, Singleton NSW 2330",Colliers,Singleton Childcare Centre,"$344,000",21/07/2022,7/10/2022,"$5,675,000",6.06%,Portfolio Auction,,Ray White,Ben King,Jordan McConnell,,,518,2406,,100%,https://www.commercialrealestate.com.au/property/188-john-street-singleton-nsw-2330-2017950720,TH-000672,,
FALSE,Automotive,Servicing,"10 Goldsmith Drive, Noarlunga Downs SA 5168",Commercial SA,Beaurepaires,"$257,307",1/08/2022,4/07/2023,"$4,150,000",6.20%,Private Sale,,,Andrew Turner,Evan Florinis,,,,,,100%,https://www.realcommercial.com.au/sold/property-10-goldsmith-drive-noarlunga-downs-sa-5168-504126939,TH-000686,,
FALSE,Childcare and Social Infrastructure,Childcare,"29 William Street, Cobram VIC 3644",ASL,Trikki Kidz,"$258,500",4/08/2022,26/10/2022,"$4,500,000",5.74%,EOI,,,Jared Cartoon,Guido Bonanni,,,,,110,100%,https://www.commercialrealestate.com.au/property/29-william-street-cobram-vic-3644-2017979564,TH-000687,,
FALSE,Fast Food,Fast Food Shops,"2/154-162 Clarke Road, Crestmead QLD 4132",Burgess Rawson,Stellarossa,"$423,908",4/08/2022,14/09/2022,"$7,275,000",5.83%,Auction,16/09/2022,,,,,,,4725,N/A,100%,PROPID_155.8,TH-000689,,
FALSE,Childcare and Social Infrastructure,Childcare,"30 Suncoast Beach Drive, Mount Coolum QLD 4573",Burgess Rawson,Mount Coolum Day Care Centre,"$255,159",18/08/2022,29/03/2023,"$5,000,000",5.10%,EOI,21/10/2022,,,,,,1,2217,86,100%,PROPID_155.49,TH-000705,,
FALSE,Fuel and Convenience,Fuel Stations,"50 Arve Road, Geeveston TAS 7116",Burgess Rawson,Sol's Roadhouse,"$43,930",8/06/2023,21/06/2023,"$495,000",8.87%,Auction,26/06/2024,,Matthew Wright,,,,151,866,N/A,100%,PROPID_161.50,TH-000721,,
FALSE,Fast Food,Drive-Thru,"91-101 Victoria Street, Victor Harbour SA 5211",Savills,Hungry Jacks,"$165,945",24/08/2022,1/09/2023,"$3,450,000",4.81%,Private Sale,,,Chet Al,Ryan Mills,Sam Steed,,,,,100%,https://www.commercialrealestate.com.au/property/91-101-victoria-street-victor-harbor-sa-5211-2018024336,TH-000746,,
FALSE,Automotive,Car Dealerships,"5 Gateway Drive, Biggera Waters QLD 4216",Professionals Vertullo Real Estate,Yamaha,"$214,539",25/08/2022,29/09/2022,"$4,700,000",4.56%,Private Sale,,,David Vertullo,Rob Casbolt,,,,,,100%,https://www.commercialrealestate.com.au/property/5-gateway-drive-biggera-waters-qld-4216-2018025478,TH-000749,,
FALSE,Fast Food,Drive-Thru,"3-5 Classic Way, Burleigh Waters QLD 4220",Burgess Rawson,Red Rooster,"$544,089",10/11/2022,22/12/2022,"$9,900,000",5.50%,Private Sale,,,,,,,685,4579,N/A,100%,PROPID_157.42,TH-000769,,
FALSE,Childcare and Social Infrastructure,Childcare,"2 Esperance Avenue, Dawesville WA 6211",Burgess Rawson,Bloom Early Education,"$256,730",29/02/2024,27/03/2024,"$4,100,000",6.26%,Auction,27/03/2024,,Natalie Couper,Chris Carcione,Richard Giorgi,,748,2714,97,100%,PROPID_167.42,TH-000807,,
FALSE,Fuel and Convenience,Fuel Stations,"92 Mulgoa Road, Jamisontown NSW 2750",Burgess Rawson,7-Eleven,"$309,082",1/03/2023,28/03/2023,"$6,200,000",4.99%,Portfolio Auction,28/03/2023,,Yosh Mendis,,,,261,3513,N/A,100%,PROPID_159.26,TH-000817,,
